Individu,Lieu_depart,Temps_attente,Temps_trajet,Heure_depart,Heure_arrivee,Lieu_arrivee,Numero_trajet
74,Domicile,3.93,0.45,13.942603691234991,14.392603691234992,Rue,4
67,Parking,0.05,0.2,14.266329124775384,14.466329124775383,Rue,3
89,Entreprise,6.0,0.2,14.35104959281318,14.551049592813179,Domicile,2
38,Domicile,2.8,0.54,14.039198684185834,14.579198684185835,Parking,3
11,Rue,3.55,0.13,14.47110528782882,14.601105287828819,Domicile,3
85,Domicile,4.72,0.16,14.456805865457731,14.616805865457732,Rue,5
57,Entreprise,8.62,0.05,14.578001132874224,14.628001132874225,Domicile,2
55,Parking,4.18,0.2,14.48685336910156,14.68685336910156,Sans,2
58,Parking,0.19,0.48,14.219602916158234,14.699602916158234,Parking,7
92,Entreprise,0.05,0.37,14.338189137325044,14.708189137325043,Rue,5
15,Entreprise,8.99,0.13,14.633601202626675,14.763601202626676,Parking,2
64,Parking,0.38,0.09,14.722173907909282,14.812173907909282,Rue,4
99,Entreprise,9.18,0.15,14.76033754873494,14.91033754873494,Rue,2
13,Domicile,2.81,0.1,14.867849372622906,14.967849372622906,Rue,5
71,Entreprise,6.07,0.15,14.832060906889172,14.982060906889172,Domicile,4
31,Rue,1.74,0.31,14.713756095866943,15.023756095866943,Parking,5
97,Parking,6.72,0.15,14.964792136198259,15.114792136198258,Domicile,3
46,Parking,0.51,0.64,14.597630542536907,15.237630542536907,Domicile,3
18,Rue,2.15,0.06,15.222635540481868,15.282635540481866,Rue,5
70,Entreprise,3.17,0.24,15.08102740407641,15.32102740407641,Domicile,6
1,Rue,9.26,0.15,15.315201874365783,15.465201874365784,Rue,2
71,Domicile,0.21,0.28,15.192060906889173,15.472060906889173,Parking,5
55,Sans,0.72,0.1,15.40685336910156,15.50685336910156,Rue,3
98,Entreprise,5.52,0.21,15.307825223979021,15.51782522397902,Rue,3
96,Rue,0.7,0.82,14.715217859352475,15.535217859352475,Parking,8
85,Rue,0.84,0.08,15.456805865457731,15.536805865457731,Domicile,6
74,Rue,1.14,0.07,15.532603691234993,15.602603691234993,Rue,5
82,Rue,0.72,1.06,14.55833161943076,15.618331619430759,Domicile,6
38,Parking,0.75,0.39,15.329198684185835,15.719198684185836,Domicile,4
90,Domicile,6.78,0.27,15.4716977966674,15.7416977966674,Parking,3
26,Domicile,5.76,0.56,15.215038814209814,15.775038814209815,Rue,3
77,Rue,10.24,0.18,15.61411630881552,15.79411630881552,Domicile,2
47,Parking,1.42,0.17,15.637131515536076,15.807131515536076,Parking,9
48,Rue,3.96,0.55,15.269016082204,15.819016082204001,Domicile,5
53,Entreprise,5.97,0.35,15.474868447951113,15.824868447951115,Rue,4
76,Entreprise,7.12,0.2,15.6555934533577,15.8555934533577,Rue,4
88,Rue,1.87,0.29,15.566125734851497,15.856125734851496,Rue,4
35,Parking,2.05,0.11,15.76887514788839,15.87887514788839,Domicile,6
31,Parking,0.64,0.31,15.663756095866944,15.973756095866943,Rue,6
8,Entreprise,8.87,0.45,15.664318456625445,16.114318456625444,Rue,2
76,Rue,0.16,0.1,16.0155934533577,16.1155934533577,Rue,5
0,Entreprise,10.16,0.59,15.574945075292831,16.16494507529283,Parking,2
90,Parking,0.41,0.06,16.1516977966674,16.2116977966674,Rue,4
31,Rue,0.19,0.08,16.163756095866944,16.243756095866942,Parking,7
13,Rue,1.01,0.31,15.977849372622906,16.287849372622905,Domicile,6
70,Domicile,0.75,0.24,16.07102740407641,16.31102740407641,Parking,7
69,Rue,2.32,0.08,16.432776409449218,16.51277640944922,Domicile,3
15,Parking,0.88,0.88,15.643601202626677,16.523601202626676,Domicile,3
64,Rue,1.4,0.32,16.212173907909282,16.532173907909282,Parking,5
46,Domicile,1.16,0.17,16.397630542536906,16.567630542536907,Rue,4
23,Entreprise,9.71,0.25,16.344107595670877,16.594107595670877,Domicile,2
90,Rue,0.0,0.41,16.2116977966674,16.6216977966674,Rue,5
58,Parking,1.77,0.16,16.469602916158234,16.629602916158234,Domicile,8
29,Domicile,4.07,0.18,16.52219214657191,16.70219214657191,Sans,3
5,Entreprise,8.26,0.3,16.46578558036058,16.765785580360582,Parking,2
0,Parking,0.54,0.09,16.70494507529283,16.79494507529283,Domicile,3
96,Parking,0.06,1.21,15.595217859352475,16.805217859352474,Parking,9
68,Rue,2.63,1.39,15.437697909092812,16.827697909092812,Domicile,8
71,Parking,0.32,1.06,15.792060906889173,16.85206090688917,Parking,6
53,Rue,0.57,0.47,16.394868447951115,16.864868447951114,Rue,5
91,Entreprise,10.74,0.54,16.326057222183003,16.866057222183002,Domicile,2
